ConditionName,Outcome,CountryName,Date,PartOfCumulativeCountSeries,SourceName,CountValue,TotalPopulation,"Cases Per 100,000"
COVID-19,Unspecified,AUSTRALIA,2020-02-14,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-15,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-16,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-17,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-18,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-19,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-20,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-21,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-22,1,World Health Organization COVID-19 Dashboard,6,25743791,0.0233
COVID-19,Unspecified,AUSTRALIA,2020-02-23,1,World Health Organization COVID-19 Dashboard,1,25743791,0.0039
COVID-19,Unspecified,AUSTRALIA,2020-02-24,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-25,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-26,1,World Health Organization COVID-19 Dashboard,1,25743791,0.0039
COVID-19,Unspecified,AUSTRALIA,2020-02-27,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-28,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-02-29,1,World Health Organization COVID-19 Dashboard,2,25743791,0.0078
COVID-19,Unspecified,AUSTRALIA,2020-03-01,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-03-02,1,World Health Organization COVID-19 Dashboard,4,25743791,0.0155
COVID-19,Unspecified,AUSTRALIA,2020-03-03,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-03-04,1,World Health Organization COVID-19 Dashboard,4,25743791,0.0155
COVID-19,Unspecified,AUSTRALIA,2020-03-05,1,World Health Organization COVID-19 Dashboard,10,25743791,0.0388
COVID-19,Unspecified,AUSTRALIA,2020-03-06,1,World Health Organization COVID-19 Dashboard,14,25743791,0.0544
COVID-19,Unspecified,AUSTRALIA,2020-03-07,1,World Health Organization COVID-19 Dashboard,6,25743791,0.0233
COVID-19,Unspecified,AUSTRALIA,2020-03-08,1,World Health Organization COVID-19 Dashboard,7,25743791,0.0272
COVID-19,Unspecified,AUSTRALIA,2020-03-09,1,World Health Organization COVID-19 Dashboard,7,25743791,0.0272
COVID-19,Unspecified,AUSTRALIA,2020-03-10,1,World Health Organization COVID-19 Dashboard,15,25743791,0.0583
COVID-19,Unspecified,AUSTRALIA,2020-03-11,1,World Health Organization COVID-19 Dashboard,8,25743791,0.0311
COVID-19,Unspecified,AUSTRALIA,2020-03-12,1,World Health Organization COVID-19 Dashboard,22,25743791,0.0855
COVID-19,Unspecified,AUSTRALIA,2020-03-13,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-03-14,1,World Health Organization COVID-19 Dashboard,57,25743791,0.2214
COVID-19,Unspecified,AUSTRALIA,2020-03-15,1,World Health Organization COVID-19 Dashboard,52,25743791,0.2020
COVID-19,Unspecified,AUSTRALIA,2020-03-16,1,World Health Organization COVID-19 Dashboard,49,25743791,0.1903
COVID-19,Unspecified,AUSTRALIA,2020-03-17,1,World Health Organization COVID-19 Dashboard,38,25743791,0.1476
COVID-19,Unspecified,AUSTRALIA,2020-03-18,1,World Health Organization COVID-19 Dashboard,78,25743791,0.3030
COVID-19,Unspecified,AUSTRALIA,2020-03-19,1,World Health Organization COVID-19 Dashboard,151,25743791,0.5865
COVID-19,Unspecified,AUSTRALIA,2020-03-20,1,World Health Organization COVID-19 Dashboard,126,25743791,0.4894
COVID-19,Unspecified,AUSTRALIA,2020-03-21,1,World Health Organization COVID-19 Dashboard,182,25743791,0.7070
COVID-19,Unspecified,AUSTRALIA,2020-03-22,1,World Health Organization COVID-19 Dashboard,208,25743791,0.8080
COVID-19,Unspecified,AUSTRALIA,2020-03-23,1,World Health Organization COVID-19 Dashboard,315,25743791,1.2236
COVID-19,Unspecified,AUSTRALIA,2020-03-24,1,World Health Organization COVID-19 Dashboard,313,25743791,1.2158
COVID-19,Unspecified,AUSTRALIA,2020-03-25,1,World Health Organization COVID-19 Dashboard,543,25743791,2.1092
COVID-19,Unspecified,AUSTRALIA,2020-03-26,1,World Health Organization COVID-19 Dashboard,171,25743791,0.6642
COVID-19,Unspecified,AUSTRALIA,2020-03-27,1,World Health Organization COVID-19 Dashboard,562,25743791,2.1831
COVID-19,Unspecified,AUSTRALIA,2020-03-28,1,World Health Organization COVID-19 Dashboard,393,25743791,1.5266
COVID-19,Unspecified,AUSTRALIA,2020-03-29,1,World Health Organization COVID-19 Dashboard,431,25743791,1.6742
COVID-19,Unspecified,AUSTRALIA,2020-03-30,1,World Health Organization COVID-19 Dashboard,284,25743791,1.1032
COVID-19,Unspecified,AUSTRALIA,2020-03-31,1,World Health Organization COVID-19 Dashboard,266,25743791,1.0333
COVID-19,Unspecified,AUSTRALIA,2020-04-01,1,World Health Organization COVID-19 Dashboard,348,25743791,1.3518
COVID-19,Unspecified,AUSTRALIA,2020-04-02,1,World Health Organization COVID-19 Dashboard,269,25743791,1.0449
COVID-19,Unspecified,AUSTRALIA,2020-04-03,1,World Health Organization COVID-19 Dashboard,248,25743791,0.9633
COVID-19,Unspecified,AUSTRALIA,2020-04-04,1,World Health Organization COVID-19 Dashboard,230,25743791,0.8934
COVID-19,Unspecified,AUSTRALIA,2020-04-05,1,World Health Organization COVID-19 Dashboard,181,25743791,0.7031
COVID-19,Unspecified,AUSTRALIA,2020-04-06,1,World Health Organization COVID-19 Dashboard,109,25743791,0.4234
COVID-19,Unspecified,AUSTRALIA,2020-04-07,1,World Health Organization COVID-19 Dashboard,100,25743791,0.3884
COVID-19,Unspecified,AUSTRALIA,2020-04-08,1,World Health Organization COVID-19 Dashboard,112,25743791,0.4351
COVID-19,Unspecified,AUSTRALIA,2020-04-09,1,World Health Organization COVID-19 Dashboard,96,25743791,0.3729
COVID-19,Unspecified,AUSTRALIA,2020-04-10,1,World Health Organization COVID-19 Dashboard,100,25743791,0.3884
COVID-19,Unspecified,AUSTRALIA,2020-04-11,1,World Health Organization COVID-19 Dashboard,86,25743791,0.3341
COVID-19,Unspecified,AUSTRALIA,2020-04-12,1,World Health Organization COVID-19 Dashboard,51,25743791,0.1981
COVID-19,Unspecified,AUSTRALIA,2020-04-13,1,World Health Organization COVID-19 Dashboard,33,25743791,0.1282
COVID-19,Unspecified,AUSTRALIA,2020-04-14,1,World Health Organization COVID-19 Dashboard,44,25743791,0.1709
COVID-19,Unspecified,AUSTRALIA,2020-04-15,1,World Health Organization COVID-19 Dashboard,50,25743791,0.1942
COVID-19,Unspecified,AUSTRALIA,2020-04-16,1,World Health Organization COVID-19 Dashboard,42,25743791,0.1631
COVID-19,Unspecified,AUSTRALIA,2020-04-17,1,World Health Organization COVID-19 Dashboard,10,25743791,0.0388
COVID-19,Unspecified,AUSTRALIA,2020-04-18,1,World Health Organization COVID-19 Dashboard,65,25743791,0.2525
COVID-19,Unspecified,AUSTRALIA,2020-04-19,1,World Health Organization COVID-19 Dashboard,53,25743791,0.2059
COVID-19,Unspecified,AUSTRALIA,2020-04-20,1,World Health Organization COVID-19 Dashboard,26,25743791,0.1010
COVID-19,Unspecified,AUSTRALIA,2020-04-21,1,World Health Organization COVID-19 Dashboard,13,25743791,0.0505
COVID-19,Unspecified,AUSTRALIA,2020-04-22,1,World Health Organization COVID-19 Dashboard,22,25743791,0.0855
COVID-19,Unspecified,AUSTRALIA,2020-04-23,1,World Health Organization COVID-19 Dashboard,7,25743791,0.0272
COVID-19,Unspecified,AUSTRALIA,2020-04-24,1,World Health Organization COVID-19 Dashboard,13,25743791,0.0505
COVID-19,Unspecified,AUSTRALIA,2020-04-25,1,World Health Organization COVID-19 Dashboard,20,25743791,0.0777
COVID-19,Unspecified,AUSTRALIA,2020-04-26,1,World Health Organization COVID-19 Dashboard,16,25743791,0.0622
COVID-19,Unspecified,AUSTRALIA,2020-04-27,1,World Health Organization COVID-19 Dashboard,10,25743791,0.0388
COVID-19,Unspecified,AUSTRALIA,2020-04-28,1,World Health Organization COVID-19 Dashboard,12,25743791,0.0466
COVID-19,Unspecified,AUSTRALIA,2020-04-29,1,World Health Organization COVID-19 Dashboard,13,25743791,0.0505
COVID-19,Unspecified,AUSTRALIA,2020-04-30,1,World Health Organization COVID-19 Dashboard,8,25743791,0.0311
COVID-19,Unspecified,AUSTRALIA,2020-05-01,1,World Health Organization COVID-19 Dashboard,16,25743791,0.0622
COVID-19,Unspecified,AUSTRALIA,2020-05-02,1,World Health Organization COVID-19 Dashboard,5,25743791,0.0194
COVID-19,Unspecified,AUSTRALIA,2020-05-03,1,World Health Organization COVID-19 Dashboard,16,25743791,0.0622
COVID-19,Unspecified,AUSTRALIA,2020-05-04,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-05-05,1,World Health Organization COVID-19 Dashboard,24,25743791,0.0932
COVID-19,Unspecified,AUSTRALIA,2020-05-06,1,World Health Organization COVID-19 Dashboard,24,25743791,0.0932
COVID-19,Unspecified,AUSTRALIA,2020-05-07,1,World Health Organization COVID-19 Dashboard,26,25743791,0.1010
COVID-19,Unspecified,AUSTRALIA,2020-05-08,1,World Health Organization COVID-19 Dashboard,21,25743791,0.0816
COVID-19,Unspecified,AUSTRALIA,2020-05-09,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-05-10,1,World Health Organization COVID-19 Dashboard,15,25743791,0.0583
COVID-19,Unspecified,AUSTRALIA,2020-05-11,1,World Health Organization COVID-19 Dashboard,12,25743791,0.0466
COVID-19,Unspecified,AUSTRALIA,2020-05-12,1,World Health Organization COVID-19 Dashboard,7,25743791,0.0272
COVID-19,Unspecified,AUSTRALIA,2020-05-13,1,World Health Organization COVID-19 Dashboard,16,25743791,0.0622
COVID-19,Unspecified,AUSTRALIA,2020-05-14,1,World Health Organization COVID-19 Dashboard,11,25743791,0.0427
COVID-19,Unspecified,AUSTRALIA,2020-05-15,1,World Health Organization COVID-19 Dashboard,14,25743791,0.0544
COVID-19,Unspecified,AUSTRALIA,2020-05-16,1,World Health Organization COVID-19 Dashboard,30,25743791,0.1165
COVID-19,Unspecified,AUSTRALIA,2020-05-17,1,World Health Organization COVID-19 Dashboard,17,25743791,0.0660
COVID-19,Unspecified,AUSTRALIA,2020-05-18,1,World Health Organization COVID-19 Dashboard,9,25743791,0.0350
COVID-19,Unspecified,AUSTRALIA,2020-05-19,1,World Health Organization COVID-19 Dashboard,15,25743791,0.0583
COVID-19,Unspecified,AUSTRALIA,2020-05-20,1,World Health Organization COVID-19 Dashboard,8,25743791,0.0311
COVID-19,Unspecified,AUSTRALIA,2020-05-21,1,World Health Organization COVID-19 Dashboard,11,25743791,0.0427
COVID-19,Unspecified,AUSTRALIA,2020-05-22,1,World Health Organization COVID-19 Dashboard,2,25743791,0.0078
COVID-19,Unspecified,AUSTRALIA,2020-05-23,1,World Health Organization COVID-19 Dashboard,14,25743791,0.0544
COVID-19,Unspecified,AUSTRALIA,2020-05-24,1,World Health Organization COVID-19 Dashboard,11,25743791,0.0427
COVID-19,Unspecified,AUSTRALIA,2020-05-25,1,World Health Organization COVID-19 Dashboard,3,25743791,0.0117
COVID-19,Unspecified,AUSTRALIA,2020-05-26,1,World Health Organization COVID-19 Dashboard,9,25743791,0.0350
COVID-19,Unspecified,AUSTRALIA,2020-05-27,1,World Health Organization COVID-19 Dashboard,15,25743791,0.0583
COVID-19,Unspecified,AUSTRALIA,2020-05-28,1,World Health Organization COVID-19 Dashboard,6,25743791,0.0233
COVID-19,Unspecified,AUSTRALIA,2020-05-29,1,World Health Organization COVID-19 Dashboard,11,25743791,0.0427
COVID-19,Unspecified,AUSTRALIA,2020-05-30,1,World Health Organization COVID-19 Dashboard,23,25743791,0.0893
COVID-19,Unspecified,AUSTRALIA,2020-05-31,1,World Health Organization COVID-19 Dashboard,12,25743791,0.0466
COVID-19,Unspecified,AUSTRALIA,2020-06-01,1,World Health Organization COVID-19 Dashboard,10,25743791,0.0388
COVID-19,Unspecified,AUSTRALIA,2020-06-02,1,World Health Organization COVID-19 Dashboard,9,25743791,0.0350
COVID-19,Unspecified,AUSTRALIA,2020-06-03,1,World Health Organization COVID-19 Dashboard,17,25743791,0.0660
COVID-19,Unspecified,AUSTRALIA,2020-06-04,1,World Health Organization COVID-19 Dashboard,8,25743791,0.0311
COVID-19,Unspecified,AUSTRALIA,2020-06-05,1,World Health Organization COVID-19 Dashboard,11,25743791,0.0427
COVID-19,Unspecified,AUSTRALIA,2020-06-06,1,World Health Organization COVID-19 Dashboard,11,25743791,0.0427
COVID-19,Unspecified,AUSTRALIA,2020-06-07,1,World Health Organization COVID-19 Dashboard,4,25743791,0.0155
COVID-19,Unspecified,AUSTRALIA,2020-06-08,1,World Health Organization COVID-19 Dashboard,5,25743791,0.0194
COVID-19,Unspecified,AUSTRALIA,2020-06-09,1,World Health Organization COVID-19 Dashboard,5,25743791,0.0194
COVID-19,Unspecified,AUSTRALIA,2020-06-10,1,World Health Organization COVID-19 Dashboard,2,25743791,0.0078
COVID-19,Unspecified,AUSTRALIA,2020-06-11,1,World Health Organization COVID-19 Dashboard,0,25743791,0.0000
COVID-19,Unspecified,AUSTRALIA,2020-06-12,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-06-13,1,World Health Organization COVID-19 Dashboard,5,25743791,0.0194
COVID-19,Unspecified,AUSTRALIA,2020-06-14,1,World Health Organization COVID-19 Dashboard,12,25743791,0.0466
COVID-19,Unspecified,AUSTRALIA,2020-06-15,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-06-16,1,World Health Organization COVID-19 Dashboard,15,25743791,0.0583
COVID-19,Unspecified,AUSTRALIA,2020-06-17,1,World Health Organization COVID-19 Dashboard,12,25743791,0.0466
COVID-19,Unspecified,AUSTRALIA,2020-06-18,1,World Health Organization COVID-19 Dashboard,23,25743791,0.0893
COVID-19,Unspecified,AUSTRALIA,2020-06-19,1,World Health Organization COVID-19 Dashboard,21,25743791,0.0816
COVID-19,Unspecified,AUSTRALIA,2020-06-20,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-06-21,1,World Health Organization COVID-19 Dashboard,27,25743791,0.1049
COVID-19,Unspecified,AUSTRALIA,2020-06-22,1,World Health Organization COVID-19 Dashboard,25,25743791,0.0971
COVID-19,Unspecified,AUSTRALIA,2020-06-23,1,World Health Organization COVID-19 Dashboard,13,25743791,0.0505
COVID-19,Unspecified,AUSTRALIA,2020-06-24,1,World Health Organization COVID-19 Dashboard,18,25743791,0.0699
COVID-19,Unspecified,AUSTRALIA,2020-06-25,1,World Health Organization COVID-19 Dashboard,29,25743791,0.1126
COVID-19,Unspecified,AUSTRALIA,2020-06-26,1,World Health Organization COVID-19 Dashboard,37,25743791,0.1437
COVID-19,Unspecified,AUSTRALIA,2020-06-27,1,World Health Organization COVID-19 Dashboard,37,25743791,0.1437
COVID-19,Unspecified,AUSTRALIA,2020-06-28,1,World Health Organization COVID-19 Dashboard,46,25743791,0.1787
COVID-19,Unspecified,AUSTRALIA,2020-06-29,1,World Health Organization COVID-19 Dashboard,45,25743791,0.1748
COVID-19,Unspecified,AUSTRALIA,2020-06-30,1,World Health Organization COVID-19 Dashboard,81,25743791,0.3146
COVID-19,Unspecified,AUSTRALIA,2020-07-01,1,World Health Organization COVID-19 Dashboard,67,25743791,0.2603
COVID-19,Unspecified,AUSTRALIA,2020-07-02,1,World Health Organization COVID-19 Dashboard,86,25743791,0.3341
COVID-19,Unspecified,AUSTRALIA,2020-07-03,1,World Health Organization COVID-19 Dashboard,81,25743791,0.3146
COVID-19,Unspecified,AUSTRALIA,2020-07-04,1,World Health Organization COVID-19 Dashboard,254,25743791,0.9866
COVID-19,Unspecified,AUSTRALIA,2020-07-05,1,World Health Organization COVID-19 Dashboard,107,25743791,0.4156
COVID-19,Unspecified,AUSTRALIA,2020-07-06,1,World Health Organization COVID-19 Dashboard,87,25743791,0.3379
COVID-19,Unspecified,AUSTRALIA,2020-07-07,1,World Health Organization COVID-19 Dashboard,137,25743791,0.5322
COVID-19,Unspecified,AUSTRALIA,2020-07-08,1,World Health Organization COVID-19 Dashboard,169,25743791,0.6565
COVID-19,Unspecified,AUSTRALIA,2020-07-09,1,World Health Organization COVID-19 Dashboard,131,25743791,0.5089
COVID-19,Unspecified,AUSTRALIA,2020-07-10,1,World Health Organization COVID-19 Dashboard,173,25743791,0.6720
COVID-19,Unspecified,AUSTRALIA,2020-07-11,1,World Health Organization COVID-19 Dashboard,300,25743791,1.1653
COVID-19,Unspecified,AUSTRALIA,2020-07-12,1,World Health Organization COVID-19 Dashboard,194,25743791,0.7536
COVID-19,Unspecified,AUSTRALIA,2020-07-13,1,World Health Organization COVID-19 Dashboard,244,25743791,0.9478
COVID-19,Unspecified,AUSTRALIA,2020-07-14,1,World Health Organization COVID-19 Dashboard,183,25743791,0.7109
COVID-19,Unspecified,AUSTRALIA,2020-07-15,1,World Health Organization COVID-19 Dashboard,271,25743791,1.0527
COVID-19,Unspecified,AUSTRALIA,2020-07-16,1,World Health Organization COVID-19 Dashboard,244,25743791,0.9478
COVID-19,Unspecified,AUSTRALIA,2020-07-17,1,World Health Organization COVID-19 Dashboard,315,25743791,1.2236
COVID-19,Unspecified,AUSTRALIA,2020-07-18,1,World Health Organization COVID-19 Dashboard,425,25743791,1.6509
COVID-19,Unspecified,AUSTRALIA,2020-07-19,1,World Health Organization COVID-19 Dashboard,206,25743791,0.8002
COVID-19,Unspecified,AUSTRALIA,2020-07-20,1,World Health Organization COVID-19 Dashboard,361,25743791,1.4023
COVID-19,Unspecified,AUSTRALIA,2020-07-21,1,World Health Organization COVID-19 Dashboard,267,25743791,1.0371
COVID-19,Unspecified,AUSTRALIA,2020-07-22,1,World Health Organization COVID-19 Dashboard,359,25743791,1.3945
COVID-19,Unspecified,AUSTRALIA,2020-07-23,1,World Health Organization COVID-19 Dashboard,468,25743791,1.8179
COVID-19,Unspecified,AUSTRALIA,2020-07-24,1,World Health Organization COVID-19 Dashboard,410,25743791,1.5926
COVID-19,Unspecified,AUSTRALIA,2020-07-25,1,World Health Organization COVID-19 Dashboard,289,25743791,1.1226
COVID-19,Unspecified,AUSTRALIA,2020-07-26,1,World Health Organization COVID-19 Dashboard,355,25743791,1.3790
COVID-19,Unspecified,AUSTRALIA,2020-07-27,1,World Health Organization COVID-19 Dashboard,453,25743791,1.7596
COVID-19,Unspecified,AUSTRALIA,2020-07-28,1,World Health Organization COVID-19 Dashboard,532,25743791,2.0665
COVID-19,Unspecified,AUSTRALIA,2020-07-29,1,World Health Organization COVID-19 Dashboard,369,25743791,1.4334
COVID-19,Unspecified,AUSTRALIA,2020-07-30,1,World Health Organization COVID-19 Dashboard,278,25743791,1.0799
COVID-19,Unspecified,AUSTRALIA,2020-07-31,1,World Health Organization COVID-19 Dashboard,721,25743791,2.8007
COVID-19,Unspecified,AUSTRALIA,2020-08-01,1,World Health Organization COVID-19 Dashboard,602,25743791,2.3384
COVID-19,Unspecified,AUSTRALIA,2020-08-02,1,World Health Organization COVID-19 Dashboard,377,25743791,1.4644
COVID-19,Unspecified,AUSTRALIA,2020-08-03,1,World Health Organization COVID-19 Dashboard,641,25743791,2.4899
COVID-19,Unspecified,AUSTRALIA,2020-08-04,1,World Health Organization COVID-19 Dashboard,395,25743791,1.5344
COVID-19,Unspecified,AUSTRALIA,2020-08-05,1,World Health Organization COVID-19 Dashboard,411,25743791,1.5965
COVID-19,Unspecified,AUSTRALIA,2020-08-06,1,World Health Organization COVID-19 Dashboard,715,25743791,2.7774
COVID-19,Unspecified,AUSTRALIA,2020-08-07,1,World Health Organization COVID-19 Dashboard,418,25743791,1.6237
COVID-19,Unspecified,AUSTRALIA,2020-08-08,1,World Health Organization COVID-19 Dashboard,410,25743791,1.5926
COVID-19,Unspecified,AUSTRALIA,2020-08-09,1,World Health Organization COVID-19 Dashboard,426,25743791,1.6548
COVID-19,Unspecified,AUSTRALIA,2020-08-10,1,World Health Organization COVID-19 Dashboard,386,25743791,1.4994
COVID-19,Unspecified,AUSTRALIA,2020-08-11,1,World Health Organization COVID-19 Dashboard,313,25743791,1.2158
COVID-19,Unspecified,AUSTRALIA,2020-08-12,1,World Health Organization COVID-19 Dashboard,316,25743791,1.2275
COVID-19,Unspecified,AUSTRALIA,2020-08-13,1,World Health Organization COVID-19 Dashboard,414,25743791,1.6082
COVID-19,Unspecified,AUSTRALIA,2020-08-14,1,World Health Organization COVID-19 Dashboard,231,25743791,0.8973
COVID-19,Unspecified,AUSTRALIA,2020-08-15,1,World Health Organization COVID-19 Dashboard,385,25743791,1.4955
COVID-19,Unspecified,AUSTRALIA,2020-08-16,1,World Health Organization COVID-19 Dashboard,292,25743791,1.1343
COVID-19,Unspecified,AUSTRALIA,2020-08-17,1,World Health Organization COVID-19 Dashboard,253,25743791,0.9828
COVID-19,Unspecified,AUSTRALIA,2020-08-18,1,World Health Organization COVID-19 Dashboard,271,25743791,1.0527
COVID-19,Unspecified,AUSTRALIA,2020-08-19,1,World Health Organization COVID-19 Dashboard,214,25743791,0.8313
COVID-19,Unspecified,AUSTRALIA,2020-08-20,1,World Health Organization COVID-19 Dashboard,220,25743791,0.8546
COVID-19,Unspecified,AUSTRALIA,2020-08-21,1,World Health Organization COVID-19 Dashboard,243,25743791,0.9439
COVID-19,Unspecified,AUSTRALIA,2020-08-22,1,World Health Organization COVID-19 Dashboard,171,25743791,0.6642
COVID-19,Unspecified,AUSTRALIA,2020-08-23,1,World Health Organization COVID-19 Dashboard,195,25743791,0.7575
COVID-19,Unspecified,AUSTRALIA,2020-08-24,1,World Health Organization COVID-19 Dashboard,210,25743791,0.8157
COVID-19,Unspecified,AUSTRALIA,2020-08-25,1,World Health Organization COVID-19 Dashboard,104,25743791,0.4040
